state,year,population_estimate,total_incidents,total_incidents_per_capita,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
District of Columbia,1999,570213,11.0,1.9291036858156514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Florida,1999,15759421,267.0,1.6942246799549299,0.0,0.0,2.0,0.0,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,27.0,4.0,0.0,1.0,0.0,0.0,41.0,0.0,45.0
Georgia,1999,8045965,36.0,0.44742923937650736,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,8.0
Idaho,1999,1275674,34.0,2.6652577382622833,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
Illinois,1999,12359020,247.0,1.998540337340663,1.0,1.0,10.0,0.0,0.0,119.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,29.0
Indiana,1999,6044969,113.0,1.8693230684888542,0.0,0.0,3.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0
Iowa,1999,2917634,31.0,1.0625047555656397,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
Kansas,1999,2678338,41.0,1.530800070790169,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Kentucky,1999,4018053,71.0,1.767024974533686,0.0,0.0,0.0,0.0,1.0,40.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,8.0
Louisiana,1999,4460811,6.0,0.13450468984227307,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Maine,1999,1266808,22.0,1.7366483318703387,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
Maryland,1999,5254509,230.0,4.37719299748083,0.0,0.0,6.0,1.0,0.0,130.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,22.0,0.0,25.0
Massachusetts,1999,6317345,448.0,7.091586734617153,3.0,2.0,22.0,0.0,0.0,172.0,0.0,4.0,0.0,0.0,74.0,0.0,0.0,0.0,33.0,0.0,0.0,65.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,0.0,36.0,0.0,92.0
Michigan,1999,9897116,412.0,4.162828848323087,4.0,2.0,6.0,1.0,14.0,159.0,0.0,1.0,0.0,0.0,26.0,0.0,4.0,0.0,14.0,7.0,0.0,15.0,9.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,26.0,12.0,0.0,1.0,0.0,0.0,81.0,0.0,60.0
Minnesota,1999,4873481,226.0,4.637342384221873,9.0,0.0,12.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,34.0,0.0,52.0
Mississippi,1999,2828408,2.0,0.07071115624054239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,1999,5561948,84.0,1.510262231865526,0.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0
Montana,1999,897507,28.0,3.119752826440351,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
Nebraska,1999,1704764,35.0,2.053070102371941,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0
Nevada,1999,1934718,75.0,3.8765339444818316,0.0,0.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
New Hampshire,1999,1222014,20.0,1.6366424607246723,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
New Jersey,1999,8359592,617.0,7.380742983628867,0.0,0.0,14.0,0.0,1.0,249.0,0.0,2.0,0.0,0.0,20.0,0.0,2.0,0.0,42.0,5.0,0.0,171.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,35.0,10.0,0.0,3.0,0.0,0.0,39.0,0.0,37.0
New Mexico,1999,1808082,16.0,0.8849156177651235,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
New York,1999,18882725,590.0,3.1245490256305697,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,23.0,0.0,0.0,240.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,31.0,0.0,84.0
North Carolina,1999,7949361,31.0,0.3899684515522694,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
North Dakota,1999,644259,2.0,0.3104341576912391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1999,11335454,232.0,2.046675854359252,0.0,4.0,2.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,32.0
Oklahoma,1999,3437147,42.0,1.221943664323929,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Oregon,1999,3393941,123.0,3.6241054278786815,0.0,0.0,6.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,32.0
Pennsylvania,1999,12263805,187.0,1.5248122422037858,0.0,0.0,9.0,0.0,0.0,108.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0
Rhode Island,1999,1040402,41.0,3.9407844275578094,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0
South Carolina,1999,3974682,73.0,1.8366249174147768,0.0,1.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,23.0,0.0,3.0
South Dakota,1999,750412,14.0,1.865641807433783,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Tennessee,1999,5638706,131.0,2.3232280597711603,4.0,0.0,3.0,0.0,2.0,49.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,38.0,0.0,14.0
Texas,1999,20558220,263.0,1.279293635343916,3.0,6.0,2.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,18.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,33.0,0.0,57.0
Utah,1999,2203482,59.0,2.6775803024485794,3.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0
Vermont,1999,604683,16.0,2.6460145233122145,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Virginia,1999,7000174,211.0,3.014210789617515,1.0,3.0,11.0,0.0,1.0,77.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,4.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,0.0,47.0,0.0,17.0
Washington,1999,5842564,229.0,3.9195120498466083,2.0,1.0,11.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,19.0,6.0,0.0,2.0,0.0,0.0,19.0,0.0,38.0
West Virginia,1999,1811799,33.0,1.821394095040344,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
Wisconsin,1999,5332666,49.0,0.9188649729797441,1.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
Wyoming,1999,491780,2.0,0.4066859164667128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2000,627963,4.0,0.6369802042477025,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2000,5160586,281.0,5.445118054422501,5.0,3.0,5.0,0.0,0.0,91.0,0.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,37.0,1.0,0.0,23.0,6.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,54.0
Arkansas,2000,2678588,3.0,0.1119993070976201,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,2000,33987977,1943.0,5.71672741805139,2.0,0.0,100.0,0.0,1.0,606.0,0.0,9.0,0.0,0.0,325.0,0.0,6.0,0.0,199.0,3.0,0.0,236.0,45.0,0.0,0.0,0.0,86.0,5.0,0.0,0.0,96.0,30.0,3.0,18.0,0.0,0.0,145.0,0.0,399.0
Colorado,2000,4326921,101.0,2.3342233426494268,1.0,4.0,9.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0
Connecticut,2000,3411777,156.0,4.572397316706221,0.0,0.0,5.0,0.0,0.0,73.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,18.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,13.0
Delaware,2000,786373,34.0,4.323647938065015,0.0,0.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0
District of Columbia,2000,572046,6.0,1.0488666995311566,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Florida,2000,16047515,240.0,1.495558658147383,0.0,0.0,1.0,0.0,0.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,36.0
Georgia,2000,8227303,35.0,0.42541279930981024,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Idaho,2000,1299430,46.0,3.540013698313876,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0
Illinois,2000,12434161,183.0,1.4717518938350564,0.0,3.0,6.0,0.0,0.0,74.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0
Indiana,2000,6091866,114.0,1.871347793927181,0.0,0.0,2.0,1.0,0.0,44.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0
Iowa,2000,2929067,34.0,1.1607791832689385,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Kansas,2000,2693681,75.0,2.784294057091393,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,13.0
Kentucky,2000,4049021,76.0,1.8769969333327736,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0
Louisiana,2000,4471885,12.0,0.268343215444941,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Maine,2000,1277072,28.0,2.1925153789293006,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Maryland,2000,5311034,218.0,4.104662105345211,0.0,0.0,5.0,0.0,0.0,114.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,2.0,2.0,5.0,0.0,0.0,22.0,0.0,18.0
Massachusetts,2000,6361104,470.0,7.388654548015565,4.0,4.0,20.0,0.0,0.0,160.0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,49.0,2.0,0.0,76.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,45.0,0.0,95.0
Michigan,2000,9952450,423.0,4.250209747348643,6.0,0.0,11.0,1.0,6.0,176.0,0.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,20.0,4.0,0.0,16.0,10.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,91.0,0.0,69.0
Minnesota,2000,4933692,169.0,3.42542663790119,3.0,0.0,12.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1.0,0.0,16.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,24.0
Mississippi,2000,2848353,2.0,0.07021601606261584,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,2000,5607285,70.0,1.2483759965830166,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0
Montana,2000,903773,19.0,2.1022978115079782,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nebraska,2000,1713820,17.0,0.9919361426520871,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Nevada,2000,2018741,85.0,4.210545087259831,2.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0
New Hampshire,2000,1239882,32.0,2.580890762185434,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
New Jersey,2000,8430621,652.0,7.733712617374213,1.0,5.0,15.0,0.0,3.0,267.0,0.0,5.0,0.0,0.0,26.0,0.0,2.0,0.0,36.0,1.0,0.0,195.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,9.0,0.0,2.0,0.0,0.0,36.0,0.0,36.0
New Mexico,2000,1821204,15.0,0.8236309606172619,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
New York,2000,19001780,608.0,3.1997002386092253,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,16.0,0.0,0.0,282.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,61.0,0.0,0.0,0.0,0.0,34.0,0.0,69.0
North Carolina,2000,8081614,39.0,0.4825768714021729,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
North Dakota,2000,642023,5.0,0.7787882988615673,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio,2000,11363543,255.0,2.244018436855477,3.0,3.0,10.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,4.0,2.0,0.0,12.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,38.0,0.0,40.0
Oklahoma,2000,3454365,80.0,2.315910449532693,0.0,0.0,3.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,6.0
Oregon,2000,3429708,142.0,4.140294159152908,0.0,0.0,9.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,3.0,1.0,7.0,0.0,0.0,5.0,0.0,30.0
Pennsylvania,2000,12284173,141.0,1.14781841642901,2.0,2.0,7.0,0.0,0.0,68.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0
Rhode Island,2000,1050268,48.0,4.570262066443993,1.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
South Carolina,2000,4024223,36.0,0.8945826312309233,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
South Dakota,2000,755844,9.0,1.190721894994205,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
