state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Arkansas,1993,2383144,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
California,1993,30470736,364.0,0.0,1.0,36.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,6.0,1.0,0.0,42.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,73.0,0.0,116.0
Colorado,1993,3387119,178.0,1.0,3.0,8.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,0.0,13.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,47.0
Connecticut,1993,3302895,116.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,11.0
Delaware,1993,683080,33.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0
District of Columbia,1993,600870,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
Florida,1993,13369798,239.0,1.0,0.0,2.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,11.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,53.0,0.0,22.0
Georgia,1993,6653005,75.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,22.0
Hawaii,1993,1136754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1993,1041316,70.0,3.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0
Illinois,1993,11568964,745.0,3.0,16.0,14.0,2.0,0.0,289.0,0.0,5.0,0.0,0.0,50.0,0.0,3.0,0.0,31.0,1.0,0.0,39.0,8.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,22.0,6.0,0.0,7.0,0.0,0.0,218.0,0.0,68.0
Indiana,1993,5616388,82.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0
Iowa,1993,2797613,39.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
Kansas,1993,2498722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1993,3722328,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0
Louisiana,1993,4253279,23.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0
Maine,1993,1237081,32.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0
Maryland,1993,4867641,405.0,1.0,1.0,20.0,0.0,0.0,190.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,49.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,0.0,75.0,0.0,15.0
Massachusetts,1993,6018470,343.0,0.0,7.0,29.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,43.0,0.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,87.0,0.0,29.0
Michigan,1993,9400446,248.0,0.0,6.0,5.0,1.0,1.0,121.0,0.0,3.0,0.0,0.0,7.0,0.0,9.0,0.0,9.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,18.0
Minnesota,1993,4440859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1993,2598733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1993,5170800,167.0,2.0,1.0,3.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,11.0
Montana,1993,809680,21.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nebraska,1993,1595919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,1993,1296171,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
New Hampshire,1993,1109929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1993,7814676,1100.0,1.0,8.0,39.0,0.0,0.0,435.0,0.0,7.0,0.0,0.0,25.0,0.0,0.0,0.0,48.0,5.0,0.0,302.0,5.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,151.0,0.0,31.0
New Mexico,1993,1555305,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,1993,18122510,934.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,45.0,0.0,0.0,337.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,22.0,0.0,0.0,0.0,0.0,131.0,0.0,84.0
North Carolina,1993,6784280,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
North Dakota,1993,635753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1993,10945762,260.0,0.0,1.0,10.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,107.0,0.0,18.0
Oklahoma,1993,3175440,61.0,0.0,2.0,2.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0
Oregon,1993,2928507,237.0,3.0,1.0,10.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,62.0
Pennsylvania,1993,11982164,391.0,1.0,0.0,8.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,67.0,1.0,0.0,42.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,68.0,0.0,13.0
Rhode Island,1993,1010649,62.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0
South Carolina,1993,3570404,27.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0
South Dakota,1993,703669,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tennessee,1993,4966587,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Texas,1993,17398005,418.0,1.0,4.0,9.0,0.0,0.0,185.0,0.0,1.0,0.0,0.0,36.0,0.0,1.0,0.0,39.0,0.0,0.0,28.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,90.0,0.0,47.0
Utah,1993,1779780,45.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
Vermont,1993,568606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Virginia,1993,6301217,100.0,0.0,0.0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,12.0
Washington,1993,5025624,457.0,4.0,3.0,30.0,0.0,0.0,182.0,0.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,15.0,0.0,0.0,37.0,22.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,54.0,0.0,107.0
West Virginia,1993,1798735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1993,4964343,19.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
Wyoming,1993,459260,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alabama,1994,4260229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,1994,603308,9.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Arizona,1994,4245089,205.0,1.0,5.0,6.0,0.0,0.0,72.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,23.0,0.0,30.0
Arkansas,1994,2494019,10.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
California,1994,31484435,354.0,0.0,0.0,33.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,19.0,2.0,0.0,30.0,10.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,16.0,6.0,0.0,3.0,0.0,0.0,63.0,0.0,95.0
Colorado,1994,3724168,174.0,1.0,4.0,6.0,0.0,1.0,51.0,0.0,3.0,0.0,0.0,14.0,0.0,1.0,0.0,22.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,23.0
Connecticut,1994,3316121,68.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,9.0
Delaware,1994,717545,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0
District of Columbia,1994,589239,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Florida,1994,14239444,214.0,0.0,0.0,2.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,63.0,0.0,21.0
Georgia,1994,7157165,51.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,22.0
Hawaii,1994,1187536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1994,1145140,80.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0
Illinois,1994,11912585,239.0,0.0,8.0,5.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,14.0,1.0,0.0,55.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,32.0
Indiana,1994,5793526,32.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0
Iowa,1994,2850746,61.0,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
Kansas,1994,2580513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1994,3849088,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana,1994,4347481,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Maine,1994,1242662,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maryland,1994,5023060,331.0,2.0,4.0,9.0,0.0,0.0,165.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,39.0,4.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,57.0,0.0,9.0
Massachusetts,1994,6095241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1994,9597737,252.0,0.0,6.0,8.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,69.0,0.0,7.0
Minnesota,1994,4610355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1994,2688992,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Missouri,1994,5324497,140.0,0.0,1.0,5.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,9.0
Montana,1994,861306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1994,1639041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,1994,1499298,16.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0
New Hampshire,1994,1142560,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,1994,8014306,895.0,0.0,8.0,31.0,0.0,0.0,362.0,0.0,4.0,0.0,0.0,29.0,0.0,6.0,0.0,47.0,6.0,0.0,224.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,58.0,13.0,0.0,5.0,0.0,0.0,81.0,0.0,39.0
New Mexico,1994,1682398,12.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
New York,1994,18459470,911.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,48.0,0.0,0.0,317.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,17.0,0.0,0.0,0.0,0.0,110.0,0.0,106.0
North Carolina,1994,7187398,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
North Dakota,1994,644804,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1994,11152454,357.0,4.0,4.0,9.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,3.0,0.0,20.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,27.0
Oklahoma,1994,3280940,20.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Oregon,1994,3121264,177.0,4.0,1.0,11.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,19.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,22.0,0.0,45.0
Pennsylvania,1994,12166050,278.0,3.0,1.0,15.0,0.0,0.0,146.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,9.0
Rhode Island,1994,1015960,37.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0
South Carolina,1994,3705397,33.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,4.0
South Dakota,1994,730790,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee,1994,5231438,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0
Texas,1994,18564062,365.0,0.0,5.0,16.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,60.0
Utah,1994,1960446,93.0,1.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,16.0
Vermont,1994,583836,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
Virginia,1994,6593139,95.0,0.0,2.0,3.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,13.0,0.0,5.0
Washington,1994,5375161,281.0,1.0,2.0,22.0,0.0,1.0,107.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,1.0,0.0,22.0,8.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0
West Virginia,1994,1820421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
