state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Idaho,2012,35,0,0,1,0,3,9,0,1,0,0,2,0,0,0,7,1,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,10
Illinois,2012,85,0,0,0,0,1,37,0,0,0,0,13,0,0,0,7,0,0,5,0,0,0,0,2,0,0,0,4,1,0,0,0,0,10,0,19
Indiana,2012,37,0,0,3,0,0,17,0,0,0,0,4,0,0,0,2,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,7
Iowa,2012,8,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Kansas,2012,84,1,0,3,0,1,35,0,3,0,0,2,0,0,0,5,2,0,2,0,0,4,0,1,0,0,0,7,0,1,0,0,0,12,0,8
Kentucky,2012,204,3,0,4,0,0,66,0,1,0,0,11,0,1,0,19,2,0,7,8,0,7,0,5,2,0,0,3,2,2,0,0,0,52,0,28
Louisiana,2012,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Maine,2012,52,0,0,0,0,1,17,0,2,0,0,12,0,1,0,2,1,0,6,4,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,18
Maryland,2012,35,0,0,0,0,1,19,0,0,0,0,5,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,7
Massachusetts,2012,290,0,0,10,0,0,85,0,3,0,0,69,0,0,0,16,7,0,40,11,0,1,0,0,0,0,0,12,0,2,2,0,0,32,0,80
Michigan,2012,634,8,0,15,4,4,291,0,5,0,0,25,0,1,0,23,17,0,24,10,0,7,0,13,1,0,0,36,8,3,1,0,0,113,0,64
Minnesota,2012,72,2,0,0,0,0,32,0,0,0,0,7,0,1,0,4,1,0,8,4,0,0,0,0,1,0,0,5,1,0,0,0,0,6,0,11
Mississippi,2012,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Missouri,2012,104,4,0,0,0,1,44,0,1,0,0,9,0,0,0,4,1,0,5,1,0,1,0,2,1,0,0,0,2,1,0,0,0,16,0,22
Montana,2012,36,1,0,0,0,2,2,0,0,0,0,2,0,1,0,1,0,0,2,0,0,4,0,2,2,0,0,3,2,0,1,0,0,8,0,7
Nebraska,2012,9,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Nevada,2012,91,0,0,1,0,0,28,0,0,0,0,18,0,0,0,20,1,0,9,5,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,23
New Hampshire,2012,30,0,0,2,0,0,12,0,0,0,0,3,0,0,0,1,1,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,4
New Jersey,2012,505,2,0,9,0,0,168,0,5,0,0,53,0,2,0,21,11,0,168,10,0,1,0,6,0,0,0,23,5,2,0,0,0,10,0,72
New Mexico,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,2012,720,0,0,12,0,0,135,0,20,0,1,69,4,0,0,25,31,0,333,17,0,0,0,3,18,0,0,20,3,0,1,0,0,20,0,98
North Carolina,2012,119,1,0,1,0,0,47,0,0,0,0,14,0,3,0,8,2,0,8,2,0,0,0,6,4,0,0,2,3,0,2,0,0,11,0,21
North Dakota,2012,42,3,0,1,0,2,8,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,9,0,8
Ohio,2012,264,3,0,8,1,6,89,0,1,0,0,32,0,3,0,10,5,0,18,7,0,9,0,4,0,0,0,19,2,0,3,0,0,29,0,61
Oklahoma,2012,21,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,2
Oregon,2012,52,0,0,0,0,0,14,0,1,0,0,6,0,0,0,9,2,0,3,2,0,4,0,2,0,0,0,1,3,1,1,0,0,2,0,9
Pennsylvania,2012,38,0,0,4,0,0,19,0,0,0,0,3,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4
Rhode Island,2012,12,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5
South Carolina,2012,104,1,0,1,2,0,29,0,1,0,0,13,0,0,0,3,1,0,4,1,0,1,0,2,17,0,0,1,2,1,0,0,0,19,0,19
South Dakota,2012,30,5,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,6,0,3
Tennessee,2012,321,4,0,2,2,1,78,0,0,0,0,17,0,5,0,16,4,0,11,8,0,19,0,4,0,0,0,23,3,4,0,0,0,97,0,49
Texas,2012,175,0,0,7,0,0,52,0,1,0,0,35,0,0,0,19,4,0,11,10,0,0,0,2,0,0,0,8,4,0,3,0,0,9,0,55
Utah,2012,102,9,0,2,0,0,17,0,2,0,0,3,0,1,0,9,1,0,2,2,0,3,0,4,5,0,0,4,13,0,3,0,0,19,0,8
Vermont,2012,14,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4
Virginia,2012,138,1,0,5,0,0,63,0,2,0,0,18,0,0,0,5,6,0,10,1,0,0,0,6,5,0,0,0,1,0,0,0,0,7,0,27
Washington,2012,274,28,0,10,0,1,69,0,6,0,1,27,0,2,0,15,6,0,25,5,0,1,0,8,2,0,0,13,7,0,4,0,0,27,0,50
West Virginia,2012,27,2,0,1,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,5
Wisconsin,2012,70,3,0,4,0,1,15,0,1,0,0,5,0,0,0,3,1,0,3,6,0,7,0,2,1,0,0,3,3,1,2,0,0,8,0,13
Wyoming,2012,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2013,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Alaska,2013,8,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2013,201,0,0,1,0,1,68,0,1,0,0,25,0,0,0,23,9,0,15,9,0,2,0,3,6,0,0,14,5,2,1,0,0,15,0,36
Arkansas,2013,27,0,0,0,0,0,14,0,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
California,2013,842,3,0,30,0,4,286,0,7,0,0,106,1,3,0,64,22,0,70,28,0,1,0,18,4,0,0,51,23,0,3,0,6,38,0,219
Colorado,2013,129,4,0,1,1,1,33,0,1,0,0,21,0,0,0,13,3,0,7,2,0,0,0,6,2,0,0,3,2,1,2,0,0,10,0,40
Connecticut,2013,144,0,0,3,0,3,47,0,2,0,0,13,0,2,0,13,0,0,18,4,0,3,0,2,0,1,0,11,0,0,0,0,0,19,0,23
Delaware,2013,13,0,0,1,0,0,8,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
District of Columbia,2013,72,0,0,2,0,0,5,0,1,0,0,30,0,0,0,2,0,0,4,1,0,0,0,1,1,0,0,2,0,0,0,0,12,10,0,44
Florida,2013,119,0,0,0,0,0,49,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,9,3,0,4,0,0,17,0,29
Georgia,2013,57,0,0,1,0,0,22,0,1,0,0,17,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,17
Idaho,2013,32,1,0,1,0,0,13,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,4,0,1,0,0,2,0,4
Illinois,2013,107,0,0,5,0,0,43,0,0,0,0,18,0,0,0,5,2,0,5,7,0,0,0,2,0,0,0,3,1,0,0,0,0,12,0,29
Indiana,2013,75,1,0,2,0,1,37,0,0,0,0,9,0,0,0,6,1,0,0,0,0,1,0,2,1,0,0,3,1,0,0,0,0,7,0,13
Iowa,2013,10,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Kansas,2013,68,1,0,1,0,0,24,0,1,0,0,7,0,1,0,6,1,0,2,0,0,1,0,3,0,0,0,0,1,1,1,0,0,12,0,12
Kentucky,2013,172,4,0,4,0,0,60,0,0,0,0,18,0,0,0,12,1,0,0,6,0,5,0,6,1,0,0,3,3,2,0,0,0,40,0,31
Louisiana,2013,24,0,0,0,1,1,7,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,8
Maine,2013,25,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,9
Maryland,2013,51,0,0,1,0,0,20,0,2,0,0,5,0,0,0,3,1,0,9,2,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,7
Massachusetts,2013,351,1,0,9,0,0,91,0,5,0,1,78,0,0,0,22,14,0,41,11,0,2,0,1,0,0,0,20,4,1,1,0,3,44,0,94
Michigan,2013,333,3,0,5,1,1,138,0,1,0,3,23,0,2,0,9,8,0,20,7,1,4,0,7,5,0,0,9,7,0,2,0,0,60,0,48
Minnesota,2013,144,4,0,4,0,2,52,0,2,0,0,21,0,0,0,2,4,0,8,2,0,0,0,0,0,0,0,9,4,1,1,0,0,23,0,30
Mississippi,2013,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Missouri,2013,105,1,0,0,0,0,39,0,1,0,2,15,1,0,0,6,4,0,1,5,2,1,0,2,0,0,0,0,5,0,0,0,1,12,0,29
Montana,2013,36,2,0,0,1,0,7,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,18,0,4
Nebraska,2013,33,0,0,3,0,0,9,0,1,0,0,6,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,8
Nevada,2013,73,0,0,0,0,0,19,0,0,0,0,19,0,0,0,7,2,0,7,2,0,0,0,2,1,1,0,0,0,0,0,0,0,9,0,25
New Hampshire,2013,23,0,0,1,0,0,9,0,0,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5
New Jersey,2013,414,2,0,10,0,1,152,0,3,0,0,43,0,3,0,21,10,0,104,10,0,2,0,2,0,0,0,17,4,2,0,0,0,21,0,61
New Mexico,2013,12,2,0,1,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New York,2013,615,2,0,10,0,0,108,0,20,0,5,99,5,0,0,20,22,0,240,15,1,0,0,3,3,0,0,16,5,2,4,0,0,27,0,127
North Carolina,2013,118,0,0,1,0,0,44,0,5,0,0,17,0,0,0,6,1,0,5,4,0,0,0,3,0,0,0,5,6,0,0,0,0,19,0,23
North Dakota,2013,51,6,0,1,0,1,13,0,2,0,0,2,0,0,0,4,1,0,1,0,0,4,0,0,0,0,0,6,1,1,0,0,0,7,0,4
Ohio,2013,341,5,0,6,1,3,120,0,2,0,0,31,0,3,0,14,4,0,3,9,0,21,0,6,2,0,0,29,3,6,2,0,0,50,0,64
Oklahoma,2013,43,0,0,2,0,0,15,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,6,0,7
Oregon,2013,68,0,0,0,0,0,23,0,1,0,0,7,0,1,0,6,0,0,1,4,0,1,0,4,2,0,0,3,5,0,1,0,0,6,0,14
Pennsylvania,2013,56,0,0,0,0,0,27,0,1,0,0,3,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,9
Rhode Island,2013,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
South Carolina,2013,52,1,0,1,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,1,6,0,0,3,0,0,1,0,0,13,0,6
South Dakota,2013,21,6,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,1
Tennessee,2013,205,1,0,2,0,2,43,0,1,0,0,15,0,2,0,10,1,0,4,7,0,9,0,4,1,1,0,74,0,1,1,0,1,13,0,37
Texas,2013,142,0,0,4,0,2,48,0,0,0,0,28,0,0,0,18,3,0,3,5,0,2,0,1,0,0,0,9,1,0,0,0,0,8,0,45
Utah,2013,76,6,0,1,1,1,14,0,0,0,0,4,0,0,0,4,1,0,1,0,0,3,0,0,0,0,0,4,6,0,1,0,0,26,0,8
Vermont,2013,13,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3
Virginia,2013,123,1,0,6,0,1,55,0,3,0,0,5,0,0,0,4,5,0,12,4,0,1,0,2,0,0,0,3,6,0,4,0,0,8,0,13
Washington,2013,294,33,0,10,0,2,68,0,3,0,2,18,1,1,0,16,7,0,17,9,2,5,0,7,2,0,0,17,10,2,1,0,0,43,0,48
West Virginia,2013,58,0,0,0,0,0,9,0,1,0,0,5,0,2,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,32,0,6
Wisconsin,2013,50,0,0,2,0,0,13,0,0,0,0,13,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,7,0,15
Wyoming,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2014,9,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Alaska,2014,6,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona,2014,265,5,0,6,0,2,93,0,2,0,0,41,0,0,0,25,4,0,19,8,0,3,0,5,5,0,0,19,6,1,2,0,0,15,0,55
Arkansas,2014,11,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1
California,2014,759,3,0,19,0,2,242,0,5,0,2,78,0,1,0,60,18,0,80,28,0,2,0,15,3,0,0,51,20,2,2,0,22,28,0,208
Colorado,2014,94,0,0,0,0,0,29,0,0,0,0,11,0,0,0,9,2,0,3,4,0,1,0,2,1,0,0,6,4,4,0,0,1,7,0,26
Connecticut,2014,125,1,0,5,0,3,35,0,3,0,0,9,0,6,0,6,2,0,19,2,0,1,0,2,1,0,0,7,7,0,0,0,0,14,0,17
Delaware,2014,13,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3
District of Columbia,2014,70,0,1,0,0,0,8,0,1,0,0,22,0,0,0,0,2,0,3,3,0,1,0,1,1,0,0,3,1,1,0,0,15,4,0,44
Florida,2014,65,0,0,1,0,1,19,0,2,0,0,0,0,0,0,0,3,0,7,0,0,1,0,1,0,0,0,6,0,0,0,0,0,13,0,12
Georgia,2014,41,0,0,3,0,0,13,0,0,0,0,12,0,0,0,3,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,12
Idaho,2014,26,0,0,0,0,0,11,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,3
Illinois,2014,109,0,0,1,1,0,43,0,0,0,0,19,0,0,0,6,4,0,9,3,0,0,0,2,0,0,0,6,0,0,0,0,0,11,0,26
Indiana,2014,51,0,2,0,0,0,20,0,0,0,2,1,0,0,0,6,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,6
Iowa,2014,11,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0
Kansas,2014,75,0,0,0,0,1,29,0,0,0,0,4,0,2,0,9,1,0,3,0,0,1,0,0,1,0,0,2,1,0,2,0,0,15,0,9
Kentucky,2014,165,3,0,4,1,0,52,0,1,0,0,12,0,0,0,10,1,0,5,2,0,4,0,7,2,0,0,1,1,0,2,0,1,52,0,19
Louisiana,2014,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5
Maine,2014,28,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8
Maryland,2014,16,0,0,1,0,0,6,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Massachusetts,2014,376,1,1,12,0,0,100,0,2,0,15,62,38,0,0,15,7,0,40,19,3,6,0,0,0,1,0,18,8,4,0,0,12,16,0,130
Michigan,2014,320,4,1,29,0,3,110,0,1,0,0,20,0,0,0,10,13,0,10,3,2,6,0,4,1,0,0,21,7,3,1,0,0,53,0,44
Minnesota,2014,98,1,0,3,0,0,34,0,2,0,0,11,0,0,0,8,7,0,3,4,0,1,0,0,1,0,0,2,2,1,0,0,0,17,0,16
Mississippi,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Missouri,2014,76,0,0,1,0,0,30,0,1,0,0,11,0,0,0,2,1,0,4,0,0,1,0,2,2,1,0,1,2,0,0,0,2,13,0,15
Montana,2014,35,4,0,0,1,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,2,13,0,5
Nebraska,2014,47,2,0,2,0,0,21,0,0,0,0,7,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,5,0,0,0,0,0,4,0,10
Nevada,2014,24,0,0,1,0,0,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,9
New Hampshire,2014,15,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5
New Jersey,2014,336,0,0,11,0,2,131,0,5,0,0,22,0,1,0,15,4,0,102,4,0,0,0,3,0,0,0,14,3,0,1,0,0,15,0,31
New Mexico,2014,13,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
New York,2014,545,0,1,4,0,1,87,0,18,0,0,95,1,0,0,13,24,0,235,8,0,1,0,3,4,0,0,21,6,0,0,0,3,14,0,114
North Carolina,2014,140,0,0,4,3,2,65,0,0,0,0,15,0,0,0,9,3,0,10,2,0,2,0,3,2,0,0,2,0,0,1,0,0,13,0,23
North Dakota,2014,41,6,0,0,0,0,7,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,13,0,4
Ohio,2014,421,54,0,1,1,8,118,0,3,0,0,34,0,5,0,8,8,0,10,10,0,11,0,6,2,0,0,48,4,1,0,0,0,73,0,68
Oklahoma,2014,31,2,0,0,0,0,6,0,2,0,0,8,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,10
Oregon,2014,66,1,0,0,0,1,18,0,5,0,0,10,0,1,0,10,0,0,3,3,0,0,0,1,2,0,0,4,0,1,0,0,0,4,0,16
Pennsylvania,2014,54,0,0,4,0,0,19,0,0,0,0,1,0,0,0,5,3,0,5,0,0,0,0,0,2,0,0,3,0,0,1,0,0,12,0,1
Rhode Island,2014,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
South Carolina,2014,53,1,0,0,0,0,15,0,1,0,0,4,0,0,0,3,1,0,1,1,0,7,0,1,4,0,0,0,1,0,0,0,0,7,0,11
South Dakota,2014,18,0,0,0,0,0,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,4
Tennessee,2014,198,3,0,3,2,2,45,0,1,0,0,11,1,0,0,6,5,0,1,2,0,5,0,4,1,0,0,67,2,0,3,0,0,27,0,23
Texas,2014,158,1,1,2,0,1,50,0,3,0,1,27,0,0,0,14,7,0,3,8,0,0,0,1,1,0,0,1,3,0,3,0,2,21,0,46
Utah,2014,55,5,0,2,0,1,7,0,1,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,7,0,4,0,0,16,0,3
Vermont,2014,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,1,0,0,2,0,1
Virginia,2014,123,3,0,4,0,0,46,0,1,0,0,12,0,2,0,5,5,0,9,4,0,1,0,1,1,0,0,7,0,2,0,0,0,15,0,21
Washington,2014,304,33,0,12,1,0,66,0,2,0,3,19,0,1,0,13,9,0,13,5,5,2,0,10,7,1,0,15,15,1,3,0,0,54,0,41
West Virginia,2014,29,0,0,1,0,1,9,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9,0,4
Wisconsin,2014,53,1,0,1,0,0,14,0,3,0,1,5,0,0,0,4,0,0,1,0,0,1,0,2,0,0,0,1,1,2,1,0,0,11,0,9
Alabama,2015,10,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Alaska,2015,8,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Arizona,2015,276,6,0,3,0,0,97,0,1,0,0,43,0,0,0,17,7,0,28,5,0,2,0,5,8,0,0,5,7,3,1,0,0,29,0,57
Arkansas,2015,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
California,2015,837,2,10,19,1,4,230,1,11,0,1,108,2,3,0,81,41,1,97,25,0,0,1,17,9,1,0,33,26,4,3,0,24,34,0,211
Colorado,2015,107,1,0,5,0,0,29,0,0,0,0,7,0,0,0,14,1,0,7,5,0,1,0,0,2,0,0,6,4,2,2,0,3,10,0,23
Connecticut,2015,93,3,1,5,0,1,30,0,2,0,0,6,0,1,0,6,1,0,11,1,0,3,0,3,0,0,0,4,4,1,0,0,0,10,0,8
Delaware,2015,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
District of Columbia,2015,65,0,2,1,0,0,9,0,0,0,0,23,0,0,0,1,2,0,2,4,0,0,0,4,0,0,0,0,0,0,0,1,10,6,0,37
Florida,2015,72,0,0,0,0,0,28,0,0,0,0,11,0,1,0,6,2,0,9,1,0,0,0,2,0,0,1,2,1,0,0,0,1,6,0,14
Georgia,2015,44,0,0,0,0,0,22,0,0,0,0,4,0,1,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,0,0,4,0,6
Guam,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,2015,34,3,0,0,0,0,4,0,4,0,0,1,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,0,6
Illinois,2015,90,0,4,1,0,1,41,0,0,0,1,11,0,0,1,5,2,0,5,4,0,0,0,1,1,1,2,0,1,0,0,0,2,6,0,18
Indiana,2015,63,3,0,1,1,0,25,0,0,0,1,11,0,1,0,2,4,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,8,0,12
Iowa,2015,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kansas,2015,62,0,0,1,0,0,31,0,2,0,0,2,0,0,0,1,1,0,4,2,0,0,0,2,0,0,0,2,1,0,0,0,0,9,0,8
Kentucky,2015,188,2,1,1,0,0,49,0,0,38,0,10,0,1,0,8,9,0,3,3,0,2,0,6,0,0,2,5,1,0,0,0,1,41,0,19
Louisiana,2015,40,0,1,1,0,0,10,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,2,1,0,1,0,0,8,0,7
Maine,2015,38,0,0,0,0,0,11,0,1,0,0,8,0,0,0,1,5,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,13
Maryland,2015,41,0,0,0,0,1,18,0,1,0,0,4,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7
Massachusetts,2015,416,1,10,16,0,0,113,0,2,0,11,55,33,0,4,19,13,0,57,16,3,1,0,1,0,0,0,11,7,3,0,0,12,29,0,118
Michigan,2015,309,4,0,5,0,1,122,0,5,0,0,27,0,1,0,9,22,0,8,6,1,3,0,4,1,0,0,5,3,8,9,0,0,50,0,50
Minnesota,2015,109,0,0,3,0,6,39,0,0,0,0,24,0,0,0,1,13,0,6,0,0,0,0,3,0,0,1,2,0,0,0,0,0,10,0,31
Missouri,2015,100,0,0,2,0,0,43,0,2,1,0,4,0,0,0,1,5,0,7,1,0,0,1,1,0,0,1,5,1,1,0,1,2,18,0,10
Montana,2015,45,0,0,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,1,0,0,3,0,20,0,2
Nebraska,2015,19,0,0,1,0,2,6,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8
Nevada,2015,58,0,0,0,0,0,23,0,0,0,0,15,0,0,0,6,1,0,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0,6,0,17
New Hampshire,2015,13,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
New Jersey,2015,330,0,0,6,0,2,124,0,1,0,0,19,0,0,0,7,11,0,108,8,0,1,0,2,0,0,0,19,4,2,1,0,0,11,0,33
New Mexico,2015,13,0,0,1,0,0,5,0,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
